                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20210127"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                          log_Lnuc_ergs_s                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                        luminosity_ergs_s                                    log_L                             log_L_ergs_s                                   radius                                    log_R                                    log_g                                 log_Ledd                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                       1                                     2394                  1.0000000000000001E-005                 -4.9999999999999991E+000                  1.0000000000000000E+002                  3.5298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999690066710E-001                  9.9999997611669134E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.1897732207361054E-001                  7.1259544895501414E-001                  2.7469552758343657E-001                  2.6897772432404715E-001                 -2.6263552249581181E+000                 -6.1164537893998002E+001                 -9.8999999999999986E+001                 -2.6263552249581181E+000                  3.0958179527249690E+001                 -2.6263552249581181E+000                 -7.9855173366447502E+001                 -6.1164537893998002E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3722116825797936E+000                  5.5280885492659081E+039                  6.1580402387700452E+000                  3.9742574990977850E+001                  7.2086774016889322E+001                  1.8578555906780616E+000                  2.7221781720570020E+000                  6.3298965142020727E+000                 -5.7312186186605924E-005                  1.3677327630097842E+001                 -1.7005242460231031E+000                  6.9795704629945776E+000                  5.9255200000000008E-001                  8.8000425680503580E-001                  1.2195090297486717E+000                  7.6000000000000001E-001                  2.3997445916978472E-001                  1.1254448367383137E-076                  1.0000000000000000E-099                  1.0000014956130060E-099                  1.0000003593713177E-099                  7.5999999999999957E+001                  2.3997445916978489E+001                                        0                                        0                                        2 
                                      10                                     2394                  1.2577892535548831E-004                 -4.8092963083705564E+000                  1.0000000000000000E+002                  3.5298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999690066710E-001                  9.9999997611670333E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6243246114337970E-001                  2.5587764995828288E-001                  6.3096597139106025E-001                  6.2538358693474239E-001                 -2.6263549374028403E+000                 -6.1164535592856552E+001                 -9.8999999999999986E+001                 -2.6263549374028403E+000                  3.0958179814804968E+001                 -2.6263549374028403E+000                 -7.8755563444451511E+001                 -6.1164535592856552E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3722116992220217E+000                  5.5280875738347366E+039                  6.1580401621387812E+000                  3.9742574914346591E+001                  7.2086762132283056E+001                  1.8578555190779737E+000                  2.7221783152571772E+000                  6.3298964864658140E+000                 -5.7551817644224522E-005                  1.3677327772621299E+001                 -1.7005241940521385E+000                  6.9795705119109730E+000                  5.9255200000000008E-001                  8.8000425680503580E-001                  1.2195090297486715E+000                  7.6000000000000001E-001                  2.3997445916978472E-001                  1.4155772747680827E-075                  1.0000000000000000E-099                  1.0000014956127887E-099                  1.0000003593712769E-099                  7.5999999999999957E+001                  2.3997445916978489E+001                                        0                                        0                                        2 
                                      20                                     2394                  3.3065954102888431E-004                 -4.5974033176711755E+000                  1.0000000000000000E+002                  3.5298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999690066710E-001                  9.9999997611672431E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8724674849226823E-002                  3.8666273685183383E-002                  5.4144265324838026E-001                  5.3494934103239666E-001                 -2.6263544285475500E+000                 -6.1164531520776521E+001                 -9.8999999999999986E+001                 -2.6263544285475500E+000                  3.0958180323660258E+001                 -2.6263544285475500E+000                 -7.8335786651902893E+001                 -6.1164531520776521E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3722117269519520E+000                  5.5280857437580568E+039                  6.1580400183653108E+000                  3.9742574770573121E+001                  7.2086740994546219E+001                  1.8578553917313771E+000                  2.7221785699503704E+000                  6.3298964331454899E+000                 -5.7878805078265247E-005                  1.3677328024829430E+001                 -1.7005241042460504E+000                  6.9795705989957879E+000                  5.9255200000000008E-001                  8.8000425680503580E-001                  1.2195090297486715E+000                  7.6000000000000001E-001                  2.3997445916978472E-001                  3.7214261633864240E-075                  1.0000000000000000E-099                  1.0000014956124030E-099                  1.0000003593712055E-099                  7.5999999999999957E+001                  2.3997445916978489E+001                                        0                                        0                                        2 
                                      30                                     2394                  6.6438847503013309E-004                 -4.3855103269717945E+000                  1.0000000000000000E+002                  3.5298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999690066710E-001                  9.9999997611675773E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1681782327326447E-001                  3.0957997511436208E-001                  8.9084631051034757E-001                  8.8489864899129034E-001                 -2.6263535996764200E+000                 -6.1164524887791586E+001                 -9.8999999999999986E+001                 -2.6263535996764200E+000                  3.0958181152531388E+001                 -2.6263535996764200E+000                 -7.8032739733741835E+001                 -6.1164524887791586E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3722117687733908E+000                  5.5280825608577409E+039                  6.1580397683119461E+000                  3.9742574520519753E+001                  7.2086706358359180E+001                  1.8578551830618173E+000                  2.7221789872894906E+000                  6.3298963380484849E+000                 -5.8225908995789269E-005                  1.3677328435649320E+001                 -1.7005239601335664E+000                  6.9795707413729930E+000                  5.9255200000000008E-001                  8.8000425680503580E-001                  1.2195090297486715E+000                  7.6000000000000001E-001                  2.3997445916978469E-001                  7.4774714135338304E-075                  1.0000000000000000E-099                  1.0000014956117750E-099                  1.0000003593710897E-099                  7.5999999999999957E+001                  2.3997445916978489E+001                                        0                                        0                                        2 
                                      40                                     2394                  1.2079977424249309E-003                 -4.1736173362724136E+000                  1.0000000000000000E+002                  3.5298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999690066710E-001                  9.9999997611681124E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.9917626345885404E-002                  7.9668942888285632E-002                  2.3370596616625705E-001                  2.2712887029543094E-001                 -2.6263522495334324E+000                 -6.1164514083363670E+001                 -1.8061799739838872E+001                 -2.6263522495334324E+000                  3.0958182502674376E+001                 -2.6263522495334324E+000                 -7.7773086112849469E+001                 -6.1164514083363670E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3722118315811445E+000                  5.5280770584328957E+039                  6.1580393360329575E+000                  3.9742574088240765E+001                  7.2086649631912763E+001                  1.8578548413068170E+000                  2.7221796707994907E+000                  6.3298961701383094E+000                 -5.8507775766820710E-005                  1.3677329104831083E+001                 -1.7005237272313629E+000                  6.9795709737357408E+000                  5.9255200000000008E-001                  8.8000425680503580E-001                  1.2195090297486715E+000                  7.6000000000000001E-001                  2.3997445916978472E-001                  1.3595833897705158E-074                  1.0000000000000031E-099                  1.0000014956107515E-099                  1.0000003593708997E-099                  7.5999999999999957E+001                  2.3997445916978489E+001                                        0                                        0                                        2 
                                      50                                     2394                  2.0934799571507390E-003                 -3.9617243455730331E+000                  1.0000000000000000E+002                  3.5298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999690066710E-001                  9.9999997611689706E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.9175817217377662E-002                  7.9668942888286853E-002                  6.2706562112939312E-001                  6.2143929884762705E-001                 -2.6263500502980057E+000                 -6.1164496484131213E+001                 -9.8999999999999986E+001                 -2.6263500502980057E+000                  3.0958184701909804E+001                 -2.6263500502980057E+000                 -7.7534267809492050E+001                 -6.1164496484131213E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3722119274310165E+000                  5.5280677218142579E+039                  6.1580386025328027E+000                  3.9742573354740614E+001                  7.2086556937318363E+001                  1.8578542828569939E+000                  2.7221807876991369E+000                  6.3298958812626962E+000                 -5.8610409381783928E-005                  1.3677330194855221E+001                 -1.7005233488272669E+000                  6.9795713524634397E+000                  5.9255200000000030E-001                  8.8000425680503580E-001                  1.2195090297486715E+000                  7.6000000000000001E-001                  2.3997445916978472E-001                  2.3562428075301138E-074                  1.0000000000000169E-099                  1.0000014956090850E-099                  1.0000003593705907E-099                  7.5999999999999957E+001                  2.3997445916978489E+001                                        0                                        0                                        2 
                                      60                                     2394                  3.5358371788245966E-003                 -3.7498313548736522E+000                  1.0000000000000000E+002                  3.5298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999690066710E-001                  9.9999997611703584E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5517665973995869E-002                  3.8666273685187713E-002                  3.7908995241105981E-001                  3.7367533870469516E-001                 -2.6263464679868811E+000                 -6.1164467816930681E+001                 -9.8999999999999986E+001                 -2.6263464679868811E+000                  3.0958188284220927E+001                 -2.6263464679868811E+000                 -7.7306618917545180E+001                 -6.1164467816930681E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3722120795875599E+000                  5.5280523335598901E+039                  6.1580373936034638E+000                  3.9742572145811273E+001                  7.2086406093608275E+001                  1.8578533740792378E+000                  2.7221826052546496E+000                  6.3298954031043442E+000                 -5.8432697910071008E-005                  1.3677331970384138E+001                 -1.7005227311176623E+000                  6.9795719690466997E+000                  5.9255200000000008E-001                  8.8000425680503580E-001                  1.2195090297486715E+000                  7.6000000000000001E-001                  2.3997445916978472E-001                  3.9798091118377277E-074                  1.0000000000000810E-099                  1.0000014956063673E-099                  1.0000003593700872E-099                  7.5999999999999957E+001                  2.3997445916978489E+001                                        0                                        0                                        2 
                                      70                                     2394                  5.8852851071027829E-003                 -3.5379383641742712E+000                  1.0000000000000000E+002                  3.5298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999690066710E-001                  9.9999997611726199E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.4144265324838292E-001                  5.3233458125733746E-001                  8.6964564551158863E-002                  7.9668942888288963E-002                 -2.6263406328019658E+000                 -6.1164421121264503E+001                 -9.8999999999999986E+001                 -2.6263406328019658E+000                  3.0958194119405842E+001                 -2.6263406328019658E+000                 -7.7085302227610384E+001                 -6.1164421121264503E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3722123336338123E+000                  5.5280278191307869E+039                  6.1580354676982347E+000                  3.9742570219906042E+001                  7.2086161922474091E+001                  1.8578519030341192E+000                  2.7221855473448868E+000                  6.3298946461557097E+000                 -5.7936079972749589E-005                  1.3677334862523878E+001                 -1.7005217175989269E+000                  6.9795729716164203E+000                  5.9255200000000008E-001                  8.8000425680503580E-001                  1.2195090297486715E+000                  7.6000000000000001E-001                  2.3997445916978469E-001                  6.6247274265938157E-074                  1.0000000000003726E-099                  1.0000014956019375E-099                  1.0000003593692665E-099                  7.5999999999999957E+001                  2.3997445916978489E+001                                        0                                        0                                        2 
                                      80                                     2394                  9.7122882133685133E-003                 -3.3260453734748903E+000                  1.0000000000000000E+002                  3.5298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999690066710E-001                  9.9999997611763303E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6325094129143456E-001                  2.5751690122555859E-001                  5.1241587387793963E-001                  5.0701373101169955E-001                 -2.6263311279688324E+000                 -6.1164345059501130E+001                 -9.8999999999999986E+001                 -2.6263311279688324E+000                  3.0958203624238976E+001                 -2.6263311279688324E+000                 -7.6867680668567900E+001                 -6.1164345059501130E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3722127751093209E+000                  5.5279899970182685E+039                  6.1580324962965900E+000                  3.9742567248504400E+001                  7.2085768764003106E+001                  1.8578495343822790E+000                  2.7221902846485673E+000                  6.3298934979665269E+000                 -5.7157455360819549E-005                  1.3677339573484709E+001                 -1.7005200438428034E+000                  6.9795745991562512E+000                  5.9255200000000008E-001                  8.8000425680503602E-001                  1.2195090297486713E+000                  7.6000000000000001E-001                  2.3997445916978472E-001                  1.0933814653424291E-073                  1.0000000000016712E-099                  1.0000014955947072E-099                  1.0000003593679265E-099                  7.5999999999999957E+001                  2.3997445916978489E+001                                        0                                        0                                        2 
