                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20210127"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                          log_Lnuc_ergs_s                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                        luminosity_ergs_s                                    log_L                             log_L_ergs_s                                   radius                                    log_R                                    log_g                                 log_Ledd                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                       1                                     9413                  1.0000000000000001E-005                 -4.9999999999999991E+000                  1.0000000000000001E+003                  3.6298678450560182E+001                 -9.8999999999999986E+001                  9.9777356581888273E+002                  9.9772974846862572E-001                  7.8128694327828432E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9772974846862572E-001                  7.8128694327828432E-008                  9.9875416718910415E-001                  9.9867787653852425E-001                  9.3276899764555594E+000                 -1.4064676935015502E+001                 -9.8999999999999986E+001                  9.3276899764555594E+000                  4.2912224728663368E+001                  9.3276899764555594E+000                 -1.7389081242763599E+001                 -1.4064676935015502E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4794158232172781E+036                  1.6631749991213459E+036                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8887205613513132E+000                  1.0636283692137849E+041                  7.4422551601567699E+000                  4.1026789912364578E+001                  2.9305240767311869E+001                  1.4669452938283840E+000                  4.5039987657563572E+000                  7.5245879508017603E+000                  6.4246170116173977E-005                  1.6963620977676459E+001                  2.6817893412382005E-001                  7.8650343801693303E+000                  5.8823308459861723E-001                  8.8000425636237045E-001                  1.2195090286048753E+000                  7.6000000198085038E-001                  2.3997446578747869E-001                  8.2680176105901289E-031                  5.6309211094171140E-042                  1.0000014777718330E-099                  1.0000003560648575E-099                  7.6000000012724263E+002                  2.3997445958595702E+002                                        0                                        0                                        2 
                                      10                                     9411                  1.2577892535548831E-004                 -4.8092963083705564E+000                  1.0000000000000001E+003                  3.6298678450560182E+001                 -9.8999999999999986E+001                  9.9777356578403237E+002                  9.9772974846862572E-001                  7.8128694327828432E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9820235290620629E-001                  7.8128694327828432E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.3265085795278164E+000                 -1.4064708153576341E+001                 -9.8999999999999986E+001                  9.3265085795278164E+000                  4.2911043331735627E+001                  9.3265085795278164E+000                 -1.6300374745226701E+001                 -1.4064708153576341E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4794135446130871E+036                  1.6631737467999935E+036                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8887202083394019E+000                  1.0636283087333467E+041                  7.4422551354617523E+000                  4.1026789887669558E+001                  2.9305287575108153E+001                  1.4669459875046982E+000                  4.5039973784037288E+000                  7.5245878707421774E+000                  6.4098280331605038E-005                  1.6963618451307511E+001                  2.6817705650363899E-001                  7.8650337474593170E+000                  5.8823308334839841E-001                  8.8000425144921157E-001                  1.2195090159245143E+000                  7.6000002394664701E-001                  2.3997453919802333E-001                  9.1208587720373064E-030                  1.9327430635613963E-039                  1.0000014777718330E-099                  1.0000003560648575E-099                  7.6000000159763158E+002                  2.3997446439703162E+002                                        0                                        0                                        2 
                                      20                                     9410                  3.3065954102888431E-004                 -4.5974033176711755E+000                  1.0000000000000001E+003                  3.6298678450560182E+001                 -9.8999999999999986E+001                  9.9777356573205748E+002                  9.9772974846862572E-001                  7.8128694327828432E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9772974846862572E-001                  7.8128694327828432E-008                  9.9824275489259617E-001                  9.9804568714513797E-001                  9.3244824986435244E+000                 -1.4064762634536329E+001                 -9.8999999999999986E+001                  9.3244824986435244E+000                  4.2909017250851335E+001                  9.3244824986435244E+000                 -1.5898928303874706E+001                 -1.4064762634536329E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4794095237824243E+036                  1.6631715379470790E+036                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8887195860025754E+000                  1.0636282067587503E+041                  7.4422550938240803E+000                  4.1026789846031889E+001                  2.9305370158399935E+001                  1.4669472113595159E+000                  4.5039949306940930E+000                  7.5245877302317732E+000                  6.3715130620372939E-005                  1.6963613698207432E+001                  2.6817357599116215E-001                  7.8650325538760235E+000                  5.8823308135783015E-001                  8.8000424356934304E-001                  1.2195089956500014E+000                  7.6000005909182322E-001                  2.3997465676758695E-001                  1.9942895513633374E-029                  2.1900329536481520E-038                  1.0000014777718330E-099                  1.0000003560648575E-099                  7.6000000418717582E+002                  2.3997447287841305E+002                                        0                                        0                                        2 
                                      30                                     9409                  6.6438847503013309E-004                 -4.3855103269717945E+000                  1.0000000000000001E+003                  3.6298678450560182E+001                 -9.8999999999999986E+001                  9.9777356566682352E+002                  9.9772974846862572E-001                  7.8128694327828432E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9772974846862572E-001                  7.8128694327828432E-008                  9.9820235290620629E-001                  9.9799479971981286E-001                  9.3213387801476717E+000                 -1.4064850785820866E+001                 -6.6226599046075858E+000                  9.3213387801476717E+000                  4.2905873532355479E+001                  9.3213387801476717E+000                 -1.5622372745349180E+001                 -1.4064850785820866E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4794030043569239E+036                  1.6631679596288863E+036                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8887185784399509E+000                  1.0636280516911198E+041                  7.4422550305077628E+000                  4.1026789782715568E+001                  2.9305503999313032E+001                  1.4669491948266062E+000                  4.5039909637599127E+000                  7.5245875041062220E+000                  6.3452300226034356E-005                  1.6963605941138805E+001                  2.6816788066567904E-001                  7.8650306069038125E+000                  5.8823307858427876E-001                  8.8000423245260306E-001                  1.2195089671963084E+000                  7.6000010847329103E-001                  2.3997482223096381E-001                  3.1864252705962976E-029                  1.1143446855622076E-037                  1.0000014777718330E-099                  1.0000003560648575E-099                  7.6000000837283676E+002                  2.3997448660951963E+002                                        0                                        0                                        2 
                                      40                                     9407                  1.2079977424249309E-003                 -4.1736173362724136E+000                  1.0000000000000001E+003                  3.6298678450560182E+001                 -9.8999999999999986E+001                  9.9777356559756197E+002                  9.9772974846862572E-001                  7.8128694327828432E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9772974846862572E-001                  7.8128694327828432E-008                  9.9999999698941411E-001                  9.9999999659005656E-001                  9.3165687672777153E+000                 -1.4064993056042727E+001                 -9.8999999999999986E+001                  9.3165687672777153E+000                  4.2901103519485524E+001                  9.3165687672777153E+000                 -1.5399264322398444E+001                 -1.4064993056042727E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4793924560230025E+036                  1.6631621805057942E+036                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8887169523239784E+000                  1.0636278213307898E+041                  7.4422549364483492E+000                  4.1026789688656159E+001                  2.9305720282083179E+001                  1.4669524000288436E+000                  4.5039845533554370E+000                  7.5245871418583592E+000                  6.2855907535036779E-005                  1.6963593996702205E+001                  2.6815905147674662E-001                  7.8650276126357177E+000                  5.8823307484527432E-001                  8.8000421709935628E-001                  1.2195089282925136E+000                  7.6000017614464055E-001                  2.3997504969314379E-001                  4.5168386087878534E-029                  4.1248540904373571E-037                  1.0000014777718330E-099                  1.0000003560648575E-099                  7.6000001511067398E+002                  2.3997450876778890E+002                                        0                                        0                                        2 
                                      50                                     9404                  2.0934799571507390E-003                 -3.9617243455730331E+000                  1.0000000000000001E+003                  3.6298678450560182E+001                 -9.8999999999999986E+001                  9.9777356557562450E+002                  9.9772974846862572E-001                  7.8128693370258796E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9816195091981641E-001                  7.8128693370258796E-008                  9.9863539143108571E-001                  9.9850461126029166E-001                  9.3095336481931330E+000                 -1.4065222282892270E+001                 -6.3216299089436045E+000                  9.3095336481931330E+000                  4.2894068400400940E+001                  9.3095336481931330E+000                 -1.5209101023268472E+001                 -1.4065222282892270E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4793754204379580E+036                  1.6631528876874082E+036                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8887143394671257E+000                  1.0636274869755655E+041                  7.4422547999262978E+000                  4.1026789552134105E+001                  2.9306068303458947E+001                  1.4669575574815246E+000                  4.5039742384500761E+000                  7.5245865646500016E+000                  6.1976106421826908E-005                  1.6963574499961148E+001                  2.6814479278401776E-001                  7.8650227157200421E+000                  5.8823307016689586E-001                  8.8000419719100786E-001                  1.2195088785768917E+000                  7.6000026291091771E-001                  2.3997534267578774E-001                  5.8192523052904136E-029                  1.2305395460961922E-036                  1.0000014777718332E-099                  1.0000003560648573E-099                  7.6000002589376345E+002                  2.3997454436127612E+002                                        0                                        0                                        2 
                                      60                                     9398                  3.5358371788245966E-003                 -3.7498313548736522E+000                  1.0000000000000001E+003                  3.6298678450560182E+001                 -9.8999999999999986E+001                  9.9777356573203508E+002                  9.9772974846862572E-001                  7.8128693370258796E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9772974846862572E-001                  7.8128693370258796E-008                  9.9999999663442962E-001                  9.9999999645693738E-001                  9.2995104010796048E+000                 -1.4065586262685882E+001                 -9.8999999999999986E+001                  9.2995104010796048E+000                  4.2884045153287410E+001                  9.2995104010796048E+000                 -1.5043454888415946E+001                 -1.4065586262685882E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4793478178456686E+036                  1.6631380196316711E+036                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8887101261519925E+000                  1.0636269968707814E+041                  7.4422545998093819E+000                  4.1026789352017190E+001                  2.9306630183546282E+001                  1.4669658840533333E+000                  4.5039575853064582E+000                  7.5245856405444425E+000                  6.1629303075978203E-005                  1.6963544859147408E+001                  2.6812267523748451E-001                  7.8650152982764387E+000                  5.8823306449677382E-001                  8.8000417148277166E-001                  1.2195088159731113E+000                  7.6000037280918020E-001                  2.3997571672173099E-001                  7.2750944091796664E-029                  3.3361619228119657E-036                  1.0000014777718332E-099                  1.0000003560648573E-099                  7.6000004301500144E+002                  2.3997460118305980E+002                                        0                                        0                                        5 
                                      70                                     9401                  5.8852851071027829E-003                 -3.5379383641742712E+000                  1.0000000000000001E+003                  3.6298678450560182E+001                 -9.8999999999999986E+001                  9.9777356668922107E+002                  9.9772974846862572E-001                  7.8128693148214191E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9787327430578932E-001                  7.8128693148214191E-008                  9.9844477198441639E-001                  9.9830614907291093E-001                  9.2857386281214573E+000                 -1.4066161861218974E+001                 -9.8999999999999986E+001                  9.2857386281214573E+000                  4.2870273380329266E+001                  9.2857386281214573E+000                 -1.4897540135353390E+001                 -1.4066161861218974E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4793017723608440E+036                  1.6631143533922423E+036                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8887033892925666E+000                  1.0636263086127323E+041                  7.4422543187834487E+000                  4.1026789070991256E+001                  2.9307529935554573E+001                  1.4669792172592180E+000                  4.5039309188946888E+000                  7.5245841758667664E+000                  6.0151436616784306E-005                  1.6963493493194409E+001                  2.6808435633117417E-001                  7.8650024438059640E+000                  5.8823305818158189E-001                  8.8000413999265636E-001                  1.2195087419979780E+000                  7.6000050378161188E-001                  2.3997616760728388E-001                  8.7285113380578196E-029                  8.2330181745547493E-036                  1.0000014777718332E-099                  1.0000003560648573E-099                  7.6000006992522606E+002                  2.3997469117889796E+002                                        0                                        0                                        5 
                                      80                                     9396                  9.7122882133685133E-003                 -3.3260453734748903E+000                  1.0000000000000001E+003                  3.6298678450560182E+001                 -9.8999999999999986E+001                  9.5841049253812184E+002                  9.5830166915665427E-001                  7.8128692926169587E-008                  9.9772974846862572E-001                  9.5872994764916908E-001                  9.9772974846862572E-001                  7.8128692926169587E-008                  9.9824275489259617E-001                  9.9804568714513797E-001                  9.2674444826714542E+000                 -1.4067065923771233E+001                 -9.8999999999999986E+001                  9.2674444826714542E+000                  4.2851979234879266E+001                  9.2674444826714542E+000                 -1.4767348940489628E+001                 -1.4067065923771233E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4792127368911388E+036                  1.6630762179568895E+036                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8886928710876996E+000                  1.0636254213720525E+041                  7.4422539565096981E+000                  4.1026788708717504E+001                  2.9308937347425825E+001                  1.4670000725320755E+000                  4.5038892083489737E+000                  7.5245819144529591E+000                  5.7020847513670957E-005                  1.6963414817978748E+001                  2.6802597176187554E-001                  7.8649827362486828E+000                  5.8823305155963401E-001                  8.8000410160755771E-001                  1.2195086564501736E+000                  7.6000065721205723E-001                  2.3997670477876853E-001                  1.0295074911060210E-028                  1.9299252637883247E-035                  1.0000014777718332E-099                  1.0000003560648573E-099                  7.6000011169412630E+002                  2.3997483234291784E+002                                        0                                        0                                        4 
