9.999999999999999547e-07,4.781973766709702054e-07
1.291549665014882683e-06,3.702533654974214225e-07
1.668100537200059127e-06,2.866763394015922743e-07
2.154434690031882236e-06,2.219647830755123219e-07
2.782559402207125977e-06,1.718602644036466257e-07
3.593813663804625731e-06,1.330658222563775747e-07
4.641588833612781958e-06,1.030295588703330252e-07
5.994842503189408736e-06,7.977278872936758471e-08
7.742636826811276894e-06,6.176633623583406298e-08
1.000000000000000082e-05,4.782445866508119010e-08
1.291549665014882683e-05,3.702991395143622667e-08
1.668100537200059254e-05,2.867211197761021553e-08
2.154434690031882321e-05,2.220092954302803007e-08
2.782559402207125977e-05,1.719054671128751901e-08
3.593813663804625562e-05,1.331117548924107575e-08
4.641588833612772302e-05,1.030752340891977210e-08
5.994842503189409583e-05,7.981904447448492005e-09
7.742636826811278249e-05,6.181261525270619049e-09
1.000000000000000048e-04,4.787089753227134920e-09
1.291549665014884106e-04,3.707633516182788029e-09
1.668100537200059119e-04,2.871850273374242524e-09
2.154434690031882321e-04,2.224734315185694933e-09
2.782559402207123063e-04,1.723696771576597601e-09
3.593813663804625697e-04,1.335762677609662573e-09
4.641588833612777317e-04,1.035400799564505753e-09
5.994842503189408769e-04,8.028433179471730466e-10
7.742636826811269846e-04,6.227848495813069089e-10
1.000000000000000021e-03,4.833751497335289814e-10
1.291549665014882697e-03,3.754392084518705251e-10
1.668100537200057493e-03,2.918733934150551235e-10
2.154434690031882104e-03,2.271780285905948178e-10
2.782559402207123063e-03,1.770963893651209255e-10
3.593813663804625805e-03,1.383300073472249979e-10
4.641588833612777208e-03,1.083290860154362546e-10
5.994842503189408769e-03,8.511934987364843164e-11
7.742636826811268545e-03,6.717359677050384545e-11
1.000000000000000021e-02,5.331127281076892151e-11
1.291549665014882740e-02,4.262090157737721850e-11
1.668100537200059227e-02,3.440017688573087671e-11
2.154434690031882191e-02,2.811075632289536491e-11
2.782559402207126012e-02,2.334254833761336088e-11
3.593813663804625719e-02,1.978710734031029258e-11
4.641588833612772524e-02,1.722128377696743461e-11
5.994842503189409116e-02,1.549023021456427571e-11
7.742636826811262474e-02,1.450067856826306299e-11
1.000000000000000056e-01,1.421313169448056003e-11
1.291549665014882775e-01,1.462383960434616546e-11
1.668100537200059019e-01,1.572696143456032075e-11
2.154434690031882260e-01,1.742152069319249931e-11
2.782559402207120391e-01,1.935738411066826186e-11
3.593813663804625858e-01,2.083947500767874339e-11
4.641588833612772524e-01,2.110575442394557044e-11
5.994842503189409255e-01,1.991735306167547612e-11
7.742636826811262196e-01,1.751344925494032836e-11
1.000000000000000000e+00,1.432263949543049330e-11
1.291549665014882775e+00,1.104897170473889440e-11
1.668100537200055689e+00,8.227054218218397091e-12
2.154434690031882038e+00,6.009898392346669663e-12
2.782559402207120058e+00,4.347387061523566640e-12
3.593813663804625858e+00,3.132943115238910883e-12
4.641588833612772191e+00,2.259301011350535659e-12
5.994842503189408589e+00,1.636164897366643427e-12
7.742636826811261308e+00,1.193261406902438820e-12
1.000000000000000000e+01,8.782823242581533861e-13
1.291549665014882642e+01,6.533748396191071163e-13
1.668100537200055555e+01,4.916764113490973577e-13
2.154434690031882127e+01,3.743840130468627245e-13
2.782559402207120058e+01,2.884536487278225060e-13
3.593813663804625946e+01,2.248838005789761381e-13
4.641588833612772902e+01,1.774285166386070829e-13
5.994842503189408944e+01,1.416525864948857508e-13
7.742636826811261130e+01,1.142895479973890005e-13
1.000000000000000000e+02,9.285921105753269066e-14
1.291549665014882748e+02,7.545004946227181557e-14
1.668100537200055840e+02,6.078228902019139860e-14
2.154434690031877722e+02,4.854464633902975822e-14
2.782559402207126027e+02,3.929746080439241857e-14
3.593813663804625662e+02,3.348738052683061656e-14
4.641588833612772760e+02,3.058385094325856826e-14
5.994842503189396439e+02,2.929344153940923419e-14
7.742636826811277615e+02,2.829173393270967765e-14
1.000000000000000000e+03,2.679911392345247994e-14
1.291549665014882748e+03,2.501181063969631808e-14
1.668100537200055669e+03,2.405002175312101768e-14
2.154434690031877835e+03,2.538394494084416750e-14
2.782559402207125913e+03,3.108017356481593161e-14
3.593813663804625776e+03,4.611330896976440282e-14
4.641588833612772760e+03,8.604897844158553244e-14
5.994842503189396666e+03,2.096691217159212908e-13
7.742636826811245555e+03,7.005408563466779976e-13
1.000000000000000000e+04,3.444169046696938680e-12
1.291549665014882703e+04,2.737759493344949838e-11
1.668100537200055624e+04,3.910608044489213779e-10
2.154434690031877835e+04,1.053542701426197366e-08
2.782559402207125822e+04,1.162910743385955668e-07
3.593813663804625685e+04,-1.130866360841793631e-03
4.641588833612772578e+04,-1.205747195702082131e+01
5.994842503189396666e+04,-1.138503361464575864e+06
7.742636826811246283e+04,-2.378696491135650391e+12
1.000000000000000000e+05,-2.967287878124356895e+20
