1.000000000000000082e-05,6.218228768127195784e+36
1.500000000000000038e-05,2.765391400337504852e+36
2.000000000000000164e-05,1.556507078833724483e+36
3.000000000000000076e-05,6.926456688479081340e+35
5.000000000000000240e-05,2.499730453145516647e+35
6.999999999999999387e-05,1.278525422718542791e+35
1.000000000000000048e-04,6.287823215045904694e+34
1.499999999999999869e-04,2.811515852756620918e+34
2.000000000000000096e-04,1.590898825751173247e+34
2.999999999999999737e-04,7.153092069252805217e+33
5.000000000000000104e-04,2.632642304558944370e+33
6.999999999999999929e-04,1.371365786997529200e+33
1.000000000000000021e-03,6.916771000711951521e+32
1.500000000000000031e-03,3.209307256516255943e+32
2.000000000000000042e-03,1.874527169593767567e+32
3.000000000000000062e-03,8.870878879869672068e+31
5.000000000000000104e-03,3.496407755774288755e+31
7.000000000000000146e-03,1.895679148819172779e+31
1.000000000000000021e-02,9.838916004268754527e+30
1.499999999999999944e-02,4.572315887404623797e+30
2.000000000000000042e-02,2.595884520290678496e+30
2.999999999999999889e-02,1.115270872665126894e+30
5.000000000000000278e-02,3.420533730023912884e+29
7.000000000000000666e-02,1.396291814267413075e+29
1.000000000000000056e-01,4.441977194152812546e+28
1.499999999999999944e-01,5.996420279410044017e+27
2.000000000000000111e-01,-1.510290815834470245e+27
2.999999999999999889e-01,-2.472026216993102505e+27
5.000000000000000000e-01,-1.054827055038705919e+27
6.999999999999999556e-01,-5.642199681276190902e+26
1.000000000000000000e+00,-2.632055846952961686e+26
1.500000000000000000e+00,-9.275335747561695549e+25
2.000000000000000000e+00,6.940152093623613263e+24
3.000000000000000000e+00,5.076417836126200765e+25
5.000000000000000000e+00,2.546754428195692554e+25
7.000000000000000000e+00,1.678698450998096573e+25
1.000000000000000000e+01,1.102939751771039621e+25
1.499999999999999822e+01,6.977683589418817912e+24
2.000000000000000000e+01,5.087559742989702600e+24
2.999999999999999645e+01,3.286175315618729107e+24
5.000000000000000000e+01,1.908468125011930744e+24
7.000000000000000000e+01,1.335480597998074654e+24
1.000000000000000000e+02,9.130164477584352981e+23
1.500000000000000000e+02,5.893907848635214222e+23
2.000000000000000000e+02,4.297300248696967209e+23
3.000000000000000000e+02,2.724316433642774510e+23
5.000000000000000000e+02,1.502100434783687577e+23
7.000000000000000000e+02,1.003338499709986417e+23
1.000000000000000000e+03,6.549659896163926750e+22
1.500000000000000000e+03,4.194158384564724669e+22
2.000000000000000000e+03,3.263893771196382262e+22
3.000000000000000000e+03,2.718943955159973731e+22
5.000000000000000000e+03,3.415631120326810036e+22
7.000000000000000000e+03,6.080489109921897172e+22
1.000000000000000000e+04,1.941998072352405979e+23
1.500000000000000000e+04,1.963135388990478389e+24
